Tract,Data2017.xlsx,Is an Opportunity Zone,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Base, %","Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %",Cluster,Negative_SHAP_Features,Negative_SHAP_Values,Average Negative Shap,Number of Negative SHAP Values
543544,Data2024.xlsx,nan,davidson county,tennessee,2024,49,48,50,64,76.0,52.0,77,-0.5,8.8,76,48.8,110.8,100,4.1,72.7,35,72.2,68.2,62,91.7,93.6,10,56.7,36,45,38.0,52.0,9,-5.8,-16.4,,,,66,-8.5,9.6,,,,59,60,68,44,1.3,1.1,38,30.0,45.0,30,16.7,6,,,,29,88.8,81.9,71,41.5,38.2,48,27.8,26.9,32,95,92.6,0,"['Spend Growth Score', 'Small Business Loans Score', 'Female Above Poverty Score']","[-0.010431376006454229, -0.3810899358615279, -6.909827659605071]",-2.4337829904910175,3
536967,Data2024.xlsx,nan,davidson county,tennessee,2024,54,63,45,58,54.0,62.0,33,-0.5,-17.2,76,48.8,195.6,79,4.1,10.6,21,72.2,63.4,59,91.7,93.2,90,56.7,76.2,58,74.0,43.0,94,-5.8,28.3,58,,,71,-8.5,4.2,4,3.6,0.9,66,60,74,60,1.3,1.5,45,60.0,30.0,74,16.7,42,46,,,10,88.8,67.6,4,41.5,55.2,96,27.8,73.7,12,95,87,1,"['New Businesses Score', 'Spend Growth Score', 'Small Business Loans Score', 'Commercial Diversity Score', 'Female Above Poverty Score']","[-2.606741671524942, -0.0911955555062741, -1.6493301387131214, -0.5996192284673453, -6.956704123308882]",-2.380718143504113,5
535274,Data2024.xlsx,Yes,davidson county,tennessee,2024,52,51,52,56,52.0,61.0,32,-0.5,-44.7,72,48.8,317.2,87,4.1,15.4,52,72.2,72.7,24,91.7,85.5,80,56.7,69.9,60,47.0,74.0,50,-5.8,-10,63,,,28,-8.5,-56.2,76,3.6,6.2,54,60,63,91,1.3,3.5,38,54.0,22.0,65,16.7,35.3,43,,,37,88.8,84.9,7,41.5,52.9,,27.8,,22,95,90.5,0,"['Spend Growth Score', 'Minority/Women Owned Businesses Score', 'Commercial Diversity Score', 'Internet Access Score', 'Female Above Poverty Score']","[-0.4759988764906302, -0.6346303697302937, -1.5115949808619917, -3.839386211745441, -5.258439743388444]",-2.3440100364433603,5
574755,Data2024.xlsx,nan,davidson county,tennessee,2024,49,55,43,36,46.0,27.0,39,-0.5,-10.3,54,48.8,93.5,30,4.1,2.1,6,72.2,54.6,43,91.7,90.4,30,56.7,48.4,66,78.0,53.0,93,-5.8,27.2,85,,,55,-8.5,-5.4,0,3.6,0.2,63,60,71,95,1.3,4.4,45,42.0,48.0,13,16.7,-6.7,72,,,31,88.8,82.7,84,41.5,35.7,,27.8,,29,95,92,3,"['New Businesses Score', 'Spend Growth Score', 'Commercial Diversity Score', 'Internet Access Score', 'Female Above Poverty Score']","[-2.2525732503971083, -0.6422963546961546, -1.2720513942092657, -0.18122847063466907, -7.009801686797291]",-2.271590231346898,5
526179,Data2024.xlsx,nan,davidson county,tennessee,2024,56,56,56,68,60.0,75.0,46,-0.5,-4.6,73,48.8,92.5,97,4.1,29.8,95,72.2,86,53,91.7,92.2,56,56.7,58.9,49,55.0,43.0,87,-5.8,26.3,23,,,54,-8.5,-7.7,1,3.6,0.5,77,60,83,52,1.3,1.3,51,52.0,50.0,76,16.7,40.4,29,,,59,88.8,90.8,49,41.5,41.7,,27.8,,41,95,93.9,1,['New Businesses Score'],[-2.2613214282877743],-2.2613214282877743,1
536596,Data2024.xlsx,nan,davidson county,tennessee,2024,40,40,41,40,36.0,43.0,48,-0.5,4.4,25,48.8,18.7,21,4.1,1.4,19,72.2,62.4,34,91.7,88.3,98,56.7,86,58,57.0,60.0,91,-5.8,12.2,39,,,42,-8.5,-32.7,45,3.6,3.3,39,60,48,97,1.3,5.3,24,28.0,21.0,23,16.7,2.8,34,,,0,88.8,28.8,11,41.5,50.4,,27.8,,53,95,95.4,0,"['New Businesses Score', 'Labor Market Engagement Index Score', 'Commercial Diversity Score', 'Internet Access Score', 'Residential Real Estate Value Score']","[-2.431662428751588, -3.186561619080603, -2.8746932015009223, -1.7710229421965777, -0.8617582990042866]",-2.2251396981067955,5
517209,Data2024.xlsx,nan,davidson county,tennessee,2024,59,56,62,68,72.0,64.0,66,-0.5,8.4,77,48.8,216.4,63,4.1,6.2,64,72.2,75.8,56,91.7,92.7,71,56.7,65.2,54,47.0,61.0,41,-5.8,-5.6,25,,,75,-8.5,29.4,90,3.6,10.3,89,60,92,4,1.3,0.2,55,48.0,62.0,68,16.7,34.5,27,,,69,88.8,92.9,68,41.5,38.6,,27.8,,50,95,95,1,"['Small Business Loans Score', 'Minority/Women Owned Businesses Score']","[-0.9387980565894395, -3.5069161711260675]",-2.2228571138577533,2
550768,Data2024.xlsx,nan,davidson county,tennessee,2024,51,55,47,62,85.0,38.0,92,-0.5,18.7,78,48.8,94.9,4,4.1,0.2,46,72.2,71.2,63,91.7,93.8,38,56.7,51.8,60,51.0,68.0,44,-5.8,-9.1,71,,,39,-8.5,-22.7,59,3.6,4.3,78,60,84,66,1.3,1.8,32,30.0,35.0,31,16.7,5.3,28,,,39,88.8,85.6,51,41.5,41.4,,27.8,,14,95,87.8,1,"['Spend Growth Score', 'Commercial Diversity Score', 'Female Above Poverty Score']","[-0.9301369001017883, -0.5515244041197002, -5.183023864310234]",-2.2215617228439073,3
587502,Data2024.xlsx,nan,davidson county,tennessee,2024,44,48,41,41,46.0,36.0,35,-0.5,-16.2,56,48.8,99.6,59,4.1,5.4,37,72.2,68.5,29,91.7,87,19,56.7,43.2,52,50.0,55.0,9,-5.8,-19.7,82,,,60,-8.5,13,,,,86,60,90,24,1.3,0.7,39,47.0,31.0,69,16.7,33.7,25,,,46,88.8,87.6,19,41.5,47.9,,27.8,,29,95,92.1,3,"['Spend Growth Score', 'Small Business Loans Score', 'Internet Access Score', 'Female Above Poverty Score']","[-0.9122904436476529, -0.07768310159444809, -3.521058806851506, -3.886089785173535]",-2.0992805343167857,4
543520,Data2024.xlsx,nan,davidson county,tennessee,2024,64,72,57,76,78.0,75.0,80,-0.5,27.1,77,48.8,278,67,4.1,7,,72.2,,69,91.7,94.8,88,56.7,74.5,60,63.0,57.0,53,-5.8,-6.9,60,,,77,-8.5,14.8,13,3.6,1.6,97,60,98,60,1.3,1.5,57,75.0,39.0,72,16.7,60.1,78,,,31,88.8,82.6,46,41.5,42.1,,27.8,,40,95,93.8,1,"['Spend Growth Score', 'Small Business Loans Score', 'Commercial Diversity Score', 'Female Above Poverty Score']","[-0.4700286099128425, -1.3147473939228802, -0.6401388318371027, -5.899076838856563]",-2.080997918632347,4
551398,Data2024.xlsx,nan,davidson county,tennessee,2024,62,60,64,55,46.0,64.0,24,-0.5,-4.4,69,48.8,254.1,29,4.1,2,57,72.2,74.1,72,91.7,95.2,98,56.7,86.2,79,73.0,85.0,93,-5.8,13.6,79,,,48,-8.5,-24.6,58,3.6,4.2,99,60,99,98,1.3,6.4,52,60.0,44.0,76,16.7,62.2,45,,,55,88.8,89.9,78,41.5,37,28,27.8,18.5,17,95,89,1,"['New Businesses Score', 'Spend Growth Score', 'Commercial Diversity Score', 'Female Above Poverty Score']","[-3.337825683183037, -0.6810686101019382, -2.674477852024138, -1.5911369534395634]",-2.071127274687169,4
534154,Data2024.xlsx,Yes,davidson county,tennessee,2024,60,67,53,64,60.0,69.0,47,-0.5,-0.3,74,48.8,111.5,76,4.1,9.5,30,72.2,66.4,82,91.7,96.6,89,56.7,75,66,64.0,67.0,93,-5.8,24.1,53,,,45,-8.5,-19.9,16,3.6,1.7,99,60,99,87,1.3,3.1,49,76.0,22.0,80,16.7,36.5,71,,,43,88.8,86.8,8,41.5,52.5,5,27.8,7.4,33,95,92.6,1,"['New Businesses Score', 'Spend Growth Score', 'Commercial Diversity Score', 'Female Above Poverty Score']","[-2.401518261018209, -0.0015329951979219914, -1.1866503457911313, -4.596349042300135]",-2.046512661076849,4
547703,Data2024.xlsx,nan,davidson county,tennessee,2024,54,58,49,54,59.0,50.0,50,-0.5,-1.6,68,48.8,75.9,30,4.1,2.1,44,72.2,70.6,65,91.7,94.1,62,56.7,61.2,64,73.0,56.0,68,-5.8,-0.8,78,,,73,-8.5,12.5,,,,45,60,54,66,1.3,1.8,42,42.0,42.0,49,16.7,17.6,35,,,41,88.8,86.2,54,41.5,40.8,45,27.8,25.9,30,95,92.1,1,"['New Businesses Score', 'Spend Growth Score', 'Small Business Loans Score', 'Labor Market Engagement Index Score', 'Commercial Diversity Score', 'Female Above Poverty Score']","[-0.8235841560736299, -1.0001379973627627, -1.5492281498387457, -3.087881028428674, -1.0688436480425298, -4.628414227804169]",-2.0263482012584184,6
553085,Data2024.xlsx,nan,davidson county,tennessee,2024,52,52,51,58,60.0,57.0,62,-0.5,1.6,58,48.8,70.6,99,4.1,48.7,35,72.2,68.1,37,91.7,89.1,57,56.7,59.4,52,46.0,59.0,45,-5.8,-6.3,36,,,58,-8.5,2.4,70,3.6,5.4,83,60,88,24,1.3,0.7,44,50.0,38.0,54,16.7,19.4,45,,,35,88.8,84.1,28,41.5,45.5,73,27.8,39.8,16,95,88.7,0,"['Small Business Loans Score', 'Minority/Women Owned Businesses Score', 'Internet Access Score', 'Female Above Poverty Score']","[-0.01810506412759423, -0.2756299120560288, -1.5670856860652567, -6.198041821122169]",-2.0147156208427623,4
588878,Data2024.xlsx,nan,davidson county,tennessee,2024,53,63,43,61,80.0,42.0,88,-0.5,19,72,48.8,143.8,10,4.1,0.7,42,72.2,70,35,91.7,88.5,82,56.7,70.7,42,37.0,47.0,44,-5.8,-7.8,22,,,46,-8.5,-4.8,5,3.6,1.1,64,60,72,71,1.3,2,56,72.0,39.0,59,16.7,31.8,86,,,4,88.8,56.4,76,41.5,37.2,58,27.8,31.5,18,95,89.2,0,"['Commercial Diversity Score', 'Internet Access Score', 'Female Above Poverty Score', 'Residential Real Estate Value Score']","[-0.6908105228096246, -1.9781494702398776, -5.311279810313136, -0.02692191652953625]",-2.0017904299730436,4
561946,Data2024.xlsx,nan,davidson county,tennessee,2024,45,52,38,57,68.0,46.0,67,-0.5,9.2,68,48.8,74.9,3,4.1,0.1,75,72.2,78.7,52,91.7,92,56,56.7,59.1,38,48.0,28.0,22,-5.8,-14.3,,,,74,-8.5,23.8,18,3.6,1.9,41,60,51,24,1.3,0.7,40,40.0,39.0,40,16.7,10.6,,,,38,88.8,85.3,49,41.5,41.7,8,27.8,9.4,60,95,96,0,"['Spend Growth Score', 'Small Business Loans Score', 'Labor Market Engagement Index Score', 'Female Above Poverty Score', 'Residential Real Estate Value Score']","[-0.07094099164009095, -0.9420534154307098, -3.485041148662567, -5.067410865360871, -0.3605386101081967]",-1.9851970062404871,5
554870,Data2024.xlsx,nan,davidson county,tennessee,2024,52,49,54,63,68.0,58.0,63,-0.5,3.1,73,48.8,125.6,88,4.1,16,47,72.2,71.4,47,91.7,91.1,49,56.7,56.3,58,54.0,63.0,46,-5.8,-8.6,50,,,65,-8.5,13.4,59,3.6,4.3,86,60,90,44,1.3,1.1,32,24.0,40.0,18,16.7,-0.6,30,,,45,88.8,87.4,62,41.5,39.5,10,27.8,10.6,42,95,94,1,"['Small Business Loans Score', 'Female Above Poverty Score']","[-0.24265418104827405, -3.707418395681307]",-1.9750362883647905,2
544123,Data2024.xlsx,nan,davidson county,tennessee,2024,57,61,53,70,72.0,67.0,69,-0.5,36,76,48.8,123.2,37,4.1,2.7,42,72.2,70,90,91.7,97.7,99,56.7,87.3,56,52.0,61.0,66,-5.8,-4.8,41,,,48,-8.5,-15,0,3.6,0.5,100,60,100,83,1.3,2.6,46,60.0,32.0,73,16.7,23.4,47,,,41,88.8,86.3,5,41.5,54.5,30,27.8,19.5,50,95,95,1,"['New Businesses Score', 'Commercial Diversity Score', 'Female Above Poverty Score']","[-0.3518025629688054, -1.1576268090493977, -4.364689828101546]",-1.9580397333732495,3
517208,Data2024.xlsx,nan,davidson county,tennessee,2024,52,46,57,53,36.0,70.0,36,-0.5,-0.7,,48.8,,59,4.1,5.4,46,72.2,71.2,75,91.7,95.6,98,56.7,86.4,50,39.0,61.0,55,-5.8,-4.3,22,,,39,-8.5,-14.7,40,3.6,3,98,60,99,44,1.3,1.1,50,62.0,39.0,84,16.7,49.2,39,,,50,88.8,88.7,29,41.5,45.4,,27.8,,37,95,93.3,3,['Female Above Poverty Score'],[-1.919819522500038],-1.919819522500038,1
568958,Data2024.xlsx,nan,davidson county,tennessee,2024,58,50,66,70,70.0,70.0,73,-0.5,5.3,68,48.8,55.5,19,4.1,1.3,77,72.2,79.4,84,91.7,96.9,98,56.7,86.2,48,36.0,60.0,36,-5.8,-14.1,23,,,49,-8.5,-14.9,1,3.6,0.6,100,60,100,80,1.3,2.4,56,44.0,69.0,66,16.7,18.2,23,,,47,88.8,88,49,41.5,41.6,98,27.8,81.6,82,95,98.2,1,"['Commercial Diversity Score', 'Female Above Poverty Score']","[-0.8487686813436448, -2.976236631758511]",-1.9125026565510779,2
544118,Data2024.xlsx,nan,davidson county,tennessee,2024,51,59,43,60,74.0,47.0,71,-0.5,8.6,76,48.8,166,68,4.1,7.4,6,72.2,54.3,77,91.7,95.8,36,56.7,51.2,50,47.0,54.0,46,-5.8,-8.5,32,,,63,-8.5,4.1,13,3.6,1.5,70,60,77,80,1.3,2.4,42,56.0,28.0,53,16.7,18.9,60,,,43,88.8,86.7,24,41.5,46.6,,27.8,,16,95,88.6,1,"['Small Business Loans Score', 'Commercial Diversity Score', 'Female Above Poverty Score']","[-0.2265300557948649, -0.8515682733990252, -4.580520699853078]",-1.8862063430156557,3
543629,Data2024.xlsx,nan,davidson county,tennessee,2024,59,62,56,74,76.0,72.0,77,-0.5,6.7,75,48.8,118.3,96,4.1,29.3,58,72.2,74.3,75,91.7,95.6,58,56.7,59.8,59,57.0,61.0,27,-5.8,-15,71,,,74,-8.5,12.4,41,3.6,3.1,70,60,77,71,1.3,2,44,52.0,35.0,76,16.7,39.7,28,,,44,88.8,87,4,41.5,55.2,,27.8,,58,95,95.9,1,"['Spend Growth Score', 'Small Business Loans Score', 'Commercial Diversity Score', 'Female Above Poverty Score']","[-1.0251109401881695, -1.4346812460012734, -1.0505020855925977, -4.031889394661412]",-1.885545916610863,4
543624,Data2024.xlsx,nan,davidson county,tennessee,2024,48,49,47,48,38.0,58.0,16,-0.5,-14.8,61,48.8,108.2,42,4.1,3.2,71,72.2,77.7,23,91.7,85.1,94,56.7,79.7,49,50.0,48.0,55,-5.8,-5.1,45,,,49,-8.5,-7.5,9,3.6,1.3,68,60,76,66,1.3,1.8,47,58.0,36.0,67,16.7,35.9,50,,,53,88.8,89.5,63,41.5,39.4,12,27.8,11.5,14,95,88,3,"['Commercial Diversity Score', 'Internet Access Score']","[-0.5631065566651523, -3.1617794283479452]",-1.8624429925065487,2
545924,Data2024.xlsx,nan,davidson county,tennessee,2024,52,52,51,64,64.0,63.0,54,-0.5,-1.7,74,48.8,142.8,61,4.1,5.9,58,72.2,74.3,57,91.7,92.9,76,56.7,67.6,42,38.0,46.0,5,-5.8,-22,,,,71,-8.5,48.6,76,3.6,6.2,39,60,48,24,1.3,0.7,50,55.0,45.0,55,16.7,26,,,,36,88.8,84.4,96,41.5,31.9,,27.8,,3,95,79.6,0,"['Spend Growth Score', 'Small Business Loans Score', 'Minority/Women Owned Businesses Score', 'Labor Market Engagement Index Score', 'Female Above Poverty Score', 'Residential Real Estate Value Score']","[-0.058805068619549275, -0.6516009502019733, -0.653694667071104, -3.7394383827224376, -5.74371700768359, -0.2064001235552132]",-1.8422760333089778,6
563558,Data2024.xlsx,nan,davidson county,tennessee,2024,50,45,55,57,58.0,56.0,55,-0.5,4.6,62,48.8,96.7,79,4.1,10.7,32,72.2,67.1,27,91.7,86.3,86,56.7,73.5,57,48.0,66.0,40,-5.8,-11,76,,,29,-8.5,-26,38,3.6,2.9,84,60,89,76,1.3,2.2,36,30.0,43.0,28,16.7,3,33,,,48,88.8,88.2,69,41.5,38.5,,27.8,,12,95,87.2,0,"['Spend Growth Score', 'Commercial Diversity Score', 'Internet Access Score', 'Female Above Poverty Score']","[-0.69476734301541, -0.6688874774985015, -3.2287377636134624, -2.6667015815712514]",-1.8147735414246564,4
588882,Data2024.xlsx,nan,davidson county,tennessee,2024,54,62,47,58,72.0,43.0,77,-0.5,7.5,67,48.8,119.8,14,4.1,0.9,62,72.2,75.3,30,91.7,87.3,67,56.7,63.4,56,65.0,46.0,93,-5.8,41.1,65,,,36,-8.5,-21.7,1,3.6,0.6,52,60,61,85,1.3,2.9,50,49.0,51.0,49,16.7,22.7,49,,,42,88.8,86.5,94,41.5,32.9,,27.8,,16,95,88.6,0,"['New Businesses Score', 'Spend Growth Score', 'Commercial Diversity Score', 'Internet Access Score', 'Female Above Poverty Score']","[-2.126000698339194, -0.41883318373933437, -1.3533279444091022, -1.4205981266126038, -3.7137440811283886]",-1.8065008068457247,5
576779,Data2024.xlsx,nan,davidson county,tennessee,2024,54,62,47,47,54.0,40.0,40,-0.5,-4.8,69,48.8,99.5,2,4.1,0,42,72.2,70.1,46,91.7,90.9,72,56.7,65.8,61,66.0,56.0,94,-5.8,20.5,57,,,48,-8.5,-17,13,3.6,1.5,55,60,64,99,1.3,7,56,66.0,45.0,55,16.7,20.2,78,,,69,88.8,92.8,67,41.5,38.8,5,27.8,7.8,39,95,93.7,3,"['New Businesses Score', 'Spend Growth Score', 'Labor Market Engagement Index Score', 'Commercial Diversity Score']","[-3.4999875676771626, -0.1226312449760735, -0.3862327559292316, -3.1410048476047816]",-1.7874641040468122,4
517205,Data2024.xlsx,nan,davidson county,tennessee,2024,64,59,70,64,50.0,78.0,40,-0.5,-8.9,60,48.8,46.3,56,4.1,5,82,72.2,80.7,98,91.7,99.4,78,56.7,68.5,78,84.0,72.0,84,-5.8,5,86,,,81,-8.5,7.8,43,3.6,3.2,97,60,98,76,1.3,2.2,52,43.0,60.0,47,16.7,8.7,39,,,87,88.8,96.1,30,41.5,45,58,27.8,31.4,65,95,96.6,1,"['New Businesses Score', 'Spend Growth Score', 'Small Business Loans Score', 'Commercial Diversity Score']","[-2.883857351467013, -1.0781197434104979, -1.6062137358542532, -1.4850111830141395]",-1.7633005034364762,4
529972,Data2024.xlsx,Yes,davidson county,tennessee,2024,47,51,43,48,52.0,44.0,41,-0.5,-1.2,64,48.8,109,24,4.1,1.6,7,72.2,55.6,59,91.7,93.2,88,56.7,74.6,62,62.0,62.0,60,-5.8,-6.2,51,,,74,-8.5,7.9,34,3.6,2.7,71,60,78,80,1.3,2.4,32,39.0,24.0,43,16.7,17.8,35,,,33,88.8,83.4,29,41.5,45.4,2,27.8,4.9,34,95,92.8,0,"['New Businesses Score', 'Spend Growth Score', 'Small Business Loans Score', 'Commercial Diversity Score', 'Female Above Poverty Score']","[-0.2231099943071604, -0.03883630132302642, -1.2592783825471998, -1.0013371502608062, -6.185292042559013]",-1.741570774199441,5
544122,Data2024.xlsx,nan,davidson county,tennessee,2024,49,49,49,60,66.0,54.0,66,-0.5,38.3,,48.8,,65,4.1,6.6,4,72.2,52.3,47,91.7,91.1,100,56.7,95.6,68,57.0,80.0,86,-5.8,3.3,46,,,40,-8.5,-15.7,63,3.6,4.7,81,60,86,95,1.3,4.4,18,23.0,13.0,9,16.7,-10.6,37,,,0,88.8,17.4,12,41.5,50.3,,27.8,,26,95,91.5,0,"['New Businesses Score', 'Commercial Diversity Score']","[-2.195022803563625, -1.10339137095958]",-1.6492070872616025,2
536996,Data2024.xlsx,nan,davidson county,tennessee,2024,54,61,48,64,76.0,51.0,75,-0.5,13.2,78,48.8,125.8,7,4.1,0.4,34,72.2,67.8,76,91.7,95.7,86,56.7,73.2,59,59.0,59.0,84,-5.8,6.7,45,,,47,-8.5,-13.2,5,3.6,1,88,60,91,83,1.3,2.6,41,48.0,34.0,53,16.7,18.4,43,,,62,88.8,91.4,36,41.5,43.9,14,27.8,12.6,25,95,91.2,1,"['New Businesses Score', 'Commercial Diversity Score']","[-2.335174078512937, -0.9620023109018803]",-1.6485881947074086,2
551375,Data2024.xlsx,nan,davidson county,tennessee,2024,62,57,68,68,60.0,76.0,45,-0.5,-3.7,76,48.8,105.7,47,4.1,3.8,57,72.2,74,99,91.7,99.6,99,56.7,89.5,63,48.0,78.0,69,-5.8,-4.6,32,,,43,-8.5,-22.3,56,3.6,4,99,60,99,80,1.3,2.4,57,64.0,50.0,81,16.7,30.2,46,,,47,88.8,88.1,6,41.5,53.5,67,27.8,36,82,95,98.1,1,"['New Businesses Score', 'Commercial Diversity Score', 'Female Above Poverty Score']","[-0.7760581775940955, -1.1345235123299062, -2.9700195652060213]",-1.6268670850433409,3
587494,Data2024.xlsx,nan,davidson county,tennessee,2024,64,71,57,64,66.0,61.0,47,-0.5,-3.5,86,48.8,95.3,45,4.1,3.5,73,72.2,78.1,33,91.7,88.2,94,56.7,80.4,66,69.0,64.0,92,-5.8,15.9,71,,,45,-8.5,-27.3,4,3.6,0.9,96,60,97,93,1.3,4,62,78.0,46.0,78,16.7,23.7,77,,,48,88.8,88.1,8,41.5,52.5,55,27.8,29.9,75,95,97.5,1,"['New Businesses Score', 'Spend Growth Score', 'Commercial Diversity Score', 'Internet Access Score', 'Female Above Poverty Score']","[-2.1194533060118554, -0.5271855078265071, -1.460446902308613, -0.9053352499939501, -2.648328787917271]",-1.5321499508116392,5
528554,Data2024.xlsx,Yes,davidson county,tennessee,2024,52,55,48,68,68.0,68.0,65,-0.5,9.1,71,48.8,192.6,62,4.1,5.9,93,72.2,84.9,25,91.7,85.8,90,56.7,75.9,42,39.0,45.0,26,-5.8,-21.3,53,,,38,-8.5,-35.9,20,3.6,1.9,45,60,54,71,1.3,2,46,59.0,32.0,69,16.7,43.3,49,,,2,88.8,50.4,0,41.5,67.6,84,27.8,48.5,42,95,94.1,0,"['Spend Growth Score', 'Labor Market Engagement Index Score', 'Commercial Diversity Score', 'Internet Access Score', 'Female Above Poverty Score', 'Residential Real Estate Value Score']","[-0.10486629855353385, -2.2879371535778046, -0.8026571840979159, -3.971647380888462, -1.503133106548339, -0.48919078851118686]",-1.5265719853628739,6
570739,Data2024.xlsx,nan,davidson county,tennessee,2024,50,50,50,40,31.0,48.0,33,-0.5,-49.3,29,48.8,-1.1,27,4.1,1.8,42,72.2,70,50,91.7,91.7,74,56.7,66.5,63,60.0,66.0,73,-5.8,-2.8,83,,,23,-8.5,-64.3,23,3.6,2.1,85,60,90,91,1.3,3.5,48,60.0,36.0,71,16.7,28.1,49,,,49,88.8,88.5,43,41.5,42.7,,27.8,,16,95,88.7,3,"['New Businesses Score', 'Spend Growth Score', 'Commercial Diversity Score', 'Female Above Poverty Score']","[-1.6122188224643468, -0.6612039124267176, -1.3518471428006889, -2.432455243747681]",-1.5144312803598585,4
521796,Data2024.xlsx,nan,davidson county,tennessee,2024,56,55,56,50,66.0,34.0,61,-0.5,1.9,72,48.8,63.4,7,4.1,0.4,12,72.2,58.9,17,91.7,82.6,99,56.7,88,54,45.0,64.0,61,-5.8,-6.6,9,,,66,-8.5,-4.9,3,3.6,0.8,95,60,96,93,1.3,4,62,55.0,70.0,41,16.7,3.1,69,,,72,88.8,93.4,19,41.5,47.8,93,27.8,62,98,95,99.9,1,"['New Businesses Score', 'Small Business Loans Score', 'Commercial Diversity Score', 'Internet Access Score']","[-0.1484369147196412, -0.32678856446407734, -0.9838621650263667, -4.235858483053744]",-1.4237365318159574,4
586050,Data2024.xlsx,nan,davidson county,tennessee,2024,60,66,55,60,63.0,56.0,52,-0.5,3,74,48.8,117.8,38,4.1,2.8,86,72.2,82.2,55,91.7,92.5,45,56.7,54.7,48,64.0,33.0,63,-5.8,-2.7,53,,,75,-8.5,24.3,36,3.6,2.8,10,60,13,52,1.3,1.3,74,72.0,77.0,79,16.7,38.1,66,,,91,88.8,97,84,41.5,35.8,,27.8,,57,95,95.8,1,"['New Businesses Score', 'Spend Growth Score', 'Small Business Loans Score', 'Labor Market Engagement Index Score', 'Residential Real Estate Value Score']","[-0.3496574675384909, -0.02541331425309181, -1.2084390412457287, -5.39056927818805, -0.05817731872200966]",-1.406451283989474,5
553086,Data2024.xlsx,nan,davidson county,tennessee,2024,68,67,68,73,68.0,78.0,57,-0.5,0,79,48.8,72.9,77,4.1,10,65,72.2,76,84,91.7,96.8,87,56.7,73.8,69,73.0,65.0,80,-5.8,0.5,73,,,65,-8.5,-6.8,19,3.6,1.9,97,60,98,80,1.3,2.4,60,60.0,60.0,62,16.7,14.8,57,,,88,88.8,96.3,15,41.5,49.2,48,27.8,26.9,87,95,98.6,1,"['New Businesses Score', 'Spend Growth Score', 'Small Business Loans Score', 'Commercial Diversity Score']","[-2.8947256334498523, -0.7441680947132409, -0.748009309405461, -1.0910530286841094]",-1.3694890165631661,4
517658,Data2024.xlsx,nan,davidson county,tennessee,2024,47,53,41,54,63.0,46.0,53,-0.5,1.8,73,48.8,163.3,40,4.1,3,50,72.2,72.2,40,91.7,89.8,54,56.7,58.2,46,48.0,44.0,48,-5.8,-8.2,70,,,27,-8.5,-30.6,3,3.6,0.9,68,60,76,60,1.3,1.5,41,48.0,34.0,59,16.7,23.9,36,,,41,88.8,86.1,64,41.5,39.3,4,27.8,7.4,27,95,91.5,0,"['Spend Growth Score', 'Commercial Diversity Score', 'Female Above Poverty Score', 'Residential Real Estate Value Score']","[-0.8155919831851497, -0.43318438133224846, -4.11947345232591, -0.010666655134409666]",-1.3447291179944294,4
545943,Data2024.xlsx,nan,davidson county,tennessee,2024,62,60,64,68,73.0,63.0,75,-0.5,9,71,48.8,88.2,61,4.1,5.8,86,72.2,82.1,82,91.7,96.5,24,56.7,45.5,68,63.0,73.0,25,-5.8,-11.1,85,,,79,-8.5,38.7,67,3.6,5,68,60,76,83,1.3,2.6,50,44.0,56.0,48,16.7,15.9,39,,,60,88.8,91.2,89,41.5,34.5,53,27.8,29.2,24,95,90.9,1,"['Spend Growth Score', 'Small Business Loans Score', 'Commercial Diversity Score']","[-1.0675891686230898, -1.3965724875964225, -1.4452310814708471]",-1.3031309125634531,3
